Set Id (Dimension Set.Csv),Dim Name 1,Dim Value 1,Dim Name 2,Dim Value 2,Dim Name 3,Dim Value 3,Dim Name 4,Dim Value 4,Dim Name 5,Dim Value 5,Dim Name 6,Dim Value 6,Measure Id (Measure.Csv),Name,Description,Source Name,Value,Result Name,Set Id,Measure Id
30590,ENCTYPE,IS,ADATE,17837,null,null,null,null,null,null,null,null,26,dia_l3_encdate_ym.sas7bdat,null,100K,466,name=COUNT,30590,26
30735,ENCTYPE,IP,ADATE,16406,null,null,null,null,null,null,null,null,26,dia_l3_encdate_ym.sas7bdat,null,100K,"3,274.00",name=COUNT,30735,26
30952,RXAMT,33150,null,null,null,null,null,null,null,null,null,null,37,dis_l3_rxamt.sas7bdat,null,100K,1,name=COUNT,30952,37
31097,RXAMT,2408,null,null,null,null,null,null,null,null,null,null,37,dis_l3_rxamt.sas7bdat,null,100K,2,name=COUNT,31097,37
31242,RXAMT,899.1,null,null,null,null,null,null,null,null,null,null,37,dis_l3_rxamt.sas7bdat,null,100K,2,name=COUNT,31242,37
31387,RXAMT,178,null,null,null,null,null,null,null,null,null,null,37,dis_l3_rxamt.sas7bdat,null,100K,6,name=COUNT,31387,37
31532,RXAMT,249,null,null,null,null,null,null,null,null,null,null,37,dis_l3_rxamt.sas7bdat,null,100K,1,name=COUNT,31532,37
31677,RXAMT,24480,null,null,null,null,null,null,null,null,null,null,37,dis_l3_rxamt.sas7bdat,null,100K,1,name=COUNT,31677,37
31822,RXAMT,16480,null,null,null,null,null,null,null,null,null,null,37,dis_l3_rxamt.sas7bdat,null,100K,1,name=COUNT,31822,37
31967,RXAMT,655,null,null,null,null,null,null,null,null,null,null,37,dis_l3_rxamt.sas7bdat,null,100K,2,name=COUNT,31967,37
32112,RXAMT,624,null,null,null,null,null,null,null,null,null,null,37,dis_l3_rxamt.sas7bdat,null,100K,13,name=COUNT,32112,37
32519,DDATE,18638,null,null,null,null,null,null,null,null,null,null,58,enc_l3_ddate_y.sas7bdat,null,100K,18,name=COUNT,32519,58
32721,ENCTYPE,IP,ADATE,17136,null,null,null,null,null,null,null,null,70,enc_l3_encdate_ym.sas7bdat,null,100K,627,name=COUNT,32721,70
32866,ENCTYPE,IS,ADATE,16680,null,null,null,null,null,null,null,null,70,enc_l3_encdate_ym.sas7bdat,null,100K,235,name=COUNT,32866,70
33012,ENCTYPE,IP,DDATE,20134,null,null,null,null,null,null,null,null,71,enc_l3_enctype_ddate_y.sas7bdat,null,100K,5,name=COUNT,33012,71
33156,ENCTYPE,IS,DDATE,18111,null,null,null,null,null,null,null,null,72,enc_l3_enctype_ddate_ym.sas7bdat,null,100K,8,name=COUNT,33156,72
33301,ENCTYPE,IP,los,711,null,null,null,null,null,null,null,null,73,enc_l3_enctype_los_nd.sas7bdat,null,100K,1,name=COUNT,33301,73
33446,ENCTYPE,IP,los,4035,null,null,null,null,null,null,null,null,73,enc_l3_enctype_los_nd.sas7bdat,null,100K,1,name=COUNT,33446,73
33591,ENCTYPE,IP,los,182,null,null,null,null,null,null,null,null,73,enc_l3_enctype_los_nd.sas7bdat,null,100K,4,name=COUNT,33591,73
33736,ENCTYPE,IP,los,384,null,null,null,null,null,null,null,null,73,enc_l3_enctype_los_nd.sas7bdat,null,100K,1,name=COUNT,33736,73
33881,ENCTYPE,IP,los,202,ADATE,17532,null,null,null,null,null,null,74,enc_l3_enctype_los_y.sas7bdat,null,100K,2,name=COUNT,33881,74
34026,ENCTYPE,IS,los,24,ADATE,17898,null,null,null,null,null,null,74,enc_l3_enctype_los_y.sas7bdat,null,100K,17,name=COUNT,34026,74
34171,ENCTYPE,IP,los,29,ADATE,16802,null,null,null,null,null,null,74,enc_l3_enctype_los_y.sas7bdat,null,100K,7,name=COUNT,34171,74
34316,ENCTYPE,IS,los,57,ADATE,16253,null,null,null,null,null,null,74,enc_l3_enctype_los_y.sas7bdat,null,100K,1,name=COUNT,34316,74
34461,ENCTYPE,IS,los,20,ADATE,17532,null,null,null,null,null,null,74,enc_l3_enctype_los_y.sas7bdat,null,100K,39,name=COUNT,34461,74
34606,ENCTYPE,IS,los,23,ADATE,17898,null,null,null,null,null,null,74,enc_l3_enctype_los_y.sas7bdat,null,100K,19,name=COUNT,34606,74
34751,ENCTYPE,IP,los,166,ADATE,17532,null,null,null,null,null,null,74,enc_l3_enctype_los_y.sas7bdat,null,100K,2,name=COUNT,34751,74
34896,ENCTYPE,IP,los,13,ADATE,17563,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,2,name=COUNT,34896,75
35041,ENCTYPE,IS,los,4,ADATE,16861,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,15,name=COUNT,35041,75
35186,ENCTYPE,IS,los,10,ADATE,18049,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,3,name=COUNT,35186,75
35331,ENCTYPE,IP,los,28,ADATE,16649,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,1,name=COUNT,35331,75
35476,ENCTYPE,IS,los,4,ADATE,17318,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,10,name=COUNT,35476,75
35621,ENCTYPE,IS,los,2,ADATE,16284,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,103,name=COUNT,35621,75
35766,ENCTYPE,IP,los,125,ADATE,17745,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,2,name=COUNT,35766,75
35911,ENCTYPE,IP,los,1191,ADATE,17806,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,1,name=COUNT,35911,75
36056,ENCTYPE,IS,los,9,ADATE,16741,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,8,name=COUNT,36056,75
36201,ENCTYPE,IP,los,37,ADATE,17563,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,1,name=COUNT,36201,75
36346,ENCTYPE,IP,los,8,ADATE,17167,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,12,name=COUNT,36346,75
36491,ENCTYPE,IS,los,12,ADATE,16618,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,4,name=COUNT,36491,75
36636,ENCTYPE,IS,los,25,ADATE,16468,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,7,name=COUNT,36636,75
36781,ENCTYPE,IP,los,3,ADATE,16284,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,132,name=COUNT,36781,75
36926,ENCTYPE,IP,los,7,ADATE,17776,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,25,name=COUNT,36926,75
37071,ENCTYPE,IS,los,31,ADATE,16892,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,10,name=COUNT,37071,75
37216,ENCTYPE,IP,los,105,ADATE,17806,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,2,name=COUNT,37216,75
37361,ENCTYPE,IP,los,20,ADATE,18049,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,3,name=COUNT,37361,75
37506,ENCTYPE,IS,los,29,ADATE,16983,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,3,name=COUNT,37506,75
37651,ENCTYPE,IS,los,6,ADATE,16345,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,3,name=COUNT,37651,75
37796,ENCTYPE,IP,los,11,ADATE,17745,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,17,name=COUNT,37796,75
37941,ENCTYPE,IS,los,16,ADATE,17653,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,5,name=COUNT,37941,75
38086,ENCTYPE,IP,los,2,ADATE,16833,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,306,name=COUNT,38086,75
38231,ENCTYPE,IP,los,5,ADATE,17837,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,37,name=COUNT,38231,75
38376,ENCTYPE,IS,los,21,ADATE,16922,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,2,name=COUNT,38376,75
38521,ENCTYPE,IP,los,16,ADATE,16771,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,5,name=COUNT,38521,75
38666,ENCTYPE,IP,los,361,ADATE,17837,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,1,name=COUNT,38666,75
38811,ENCTYPE,IP,los,130,ADATE,17898,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,1,name=COUNT,38811,75
38956,ENCTYPE,IS,los,8,ADATE,16315,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,3,name=COUNT,38956,75
39101,ENCTYPE,IP,los,46,ADATE,16253,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,1,name=COUNT,39101,75
39246,ENCTYPE,IS,los,19,ADATE,17045,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,4,name=COUNT,39246,75
39391,ENCTYPE,IS,los,2,ADATE,17745,null,null,null,null,null,null,75,enc_l3_enctype_los_ym.sas7bdat,null,100K,207,name=COUNT,39391,75
39536,FACILITY_LOCATION,477,null,null,null,null,null,null,null,null,null,null,76,enc_l3_facloc.sas7bdat,null,100K,1,name=COUNT,39536,76
42974,PX,206,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,6,name=COUNT,42974,187
43119,PX,G8399,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,2,name=COUNT,43119,187
43264,PX,59160,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,20,name=COUNT,43264,187
43409,PX,Q3019,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,602,name=COUNT,43409,187
43554,PX,88304,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,"1,283.00",name=COUNT,43554,187
43699,PX,R0070,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,"3,907.00",name=COUNT,43699,187
43844,PX,8878,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,19,name=COUNT,43844,187
43989,PX,43501,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,43989,187
44134,PX,G0105,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,38,name=COUNT,44134,187
44279,PX,93296,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,2,name=COUNT,44279,187
44424,PX,81025,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,"4,573.00",name=COUNT,44424,187
44569,PX,L8460,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,7,name=COUNT,44569,187
44714,PX,78999,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,44714,187
44859,PX,20694,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,17,name=COUNT,44859,187
45004,PX,21360,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,45004,187
45149,PX,L2036,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,17,name=COUNT,45149,187
45294,PX,S0030,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,2,name=COUNT,45294,187
45439,PX,J2180,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,3,name=COUNT,45439,187
45584,PX,95929,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,45584,187
45729,PX,94016,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,15,name=COUNT,45729,187
45874,PX,A7035,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,128,name=COUNT,45874,187
46019,PX,1274,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,5,name=COUNT,46019,187
46164,PX,54328,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,2,name=COUNT,46164,187
46309,PX,7967,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,46309,187
46454,PX,L0972,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,3,name=COUNT,46454,187
46599,PX,E1405,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,19,name=COUNT,46599,187
46744,PX,4674,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,46744,187
46889,PX,1811,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,46889,187
47034,PX,90636,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,47034,187
47179,PX,50389,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,2,name=COUNT,47179,187
47324,PX,80182,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,8,name=COUNT,47324,187
47469,PX,540,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,3,name=COUNT,47469,187
47614,PX,3524,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,2,name=COUNT,47614,187
47759,PX,R0076,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,47759,187
47904,PX,90746,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,11,name=COUNT,47904,187
48049,PX,61885,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,5,name=COUNT,48049,187
48194,PX,84252,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,2,name=COUNT,48194,187
48339,PX,L5301,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,23,name=COUNT,48339,187
48484,PX,55500,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,48484,187
48629,PX,L8417,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,7,name=COUNT,48629,187
48774,PX,752,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,29,name=COUNT,48774,187
48919,PX,95250,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,48919,187
49064,PX,43653,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,2,name=COUNT,49064,187
49209,PX,84155,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,"1,057.00",name=COUNT,49209,187
49354,PX,8332,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,3,name=COUNT,49354,187
49499,PX,93289,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,12,name=COUNT,49499,187
49644,PX,87252,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,541,name=COUNT,49644,187
49789,PX,25920,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,49789,187
49934,PX,20610,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,"1,002.00",name=COUNT,49934,187
50079,PX,E0141,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,1,name=COUNT,50079,187
50224,PX,33533,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,40,name=COUNT,50224,187
50369,PX,L2112,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,6,name=COUNT,50369,187
50514,PX,65435,null,null,null,null,null,null,null,null,null,null,187,pro_l1_px.sas7bdat,null,100K,5,name=COUNT,50514,187
50767,PX_CODETYPE,9,ENCTYPE,OV,null,null,null,null,null,null,null,null,191,pro_l3_ct_enct.sas7bdat,null,100K,17,name=COUNT,50767,191
50877,ENCTYPE,IS,ADATE,16953,null,null,null,null,null,null,null,null,195,pro_l3_encdate_ym.sas7bdat,null,100K,853,name=COUNT,50877,195
51023,ENCTYPE,IS,ADATE,17592,null,null,null,null,null,null,null,null,195,pro_l3_encdate_ym.sas7bdat,null,100K,358,name=COUNT,51023,195
51169,PX_CODETYPE,HC,PX,E0261,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,51169,199
51314,PX_CODETYPE,HC,PX,D0350,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,370,name=COUNT,51314,199
51459,PX_CODETYPE,HC,PX,A4641,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,5,name=COUNT,51459,199
51604,PX_CODETYPE,HC,PX,J9360,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,53,name=COUNT,51604,199
51749,PX_CODETYPE,C4,PX,90660,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,321,name=COUNT,51749,199
51894,PX_CODETYPE,C4,PX,73721,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,496,name=COUNT,51894,199
52039,PX_CODETYPE,9,PX,8845,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,4,name=COUNT,52039,199
52184,PX_CODETYPE,HC,PX,L3310,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,20,name=COUNT,52184,199
52329,PX_CODETYPE,C4,PX,76498,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,2,name=COUNT,52329,199
52474,PX_CODETYPE,C4,PX,36592,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,61,name=COUNT,52474,199
52619,PX_CODETYPE,C4,PX,96912,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,52619,199
52764,PX_CODETYPE,C4,PX,89130,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,7,name=COUNT,52764,199
52909,PX_CODETYPE,HC,PX,V2213,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,16,name=COUNT,52909,199
53054,PX_CODETYPE,C4,PX,24310,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,53054,199
53199,PX_CODETYPE,HC,PX,H1001,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,"5,398.00",name=COUNT,53199,199
53344,PX_CODETYPE,9,PX,252,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,2,name=COUNT,53344,199
53489,PX_CODETYPE,HC,PX,A4424,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,11,name=COUNT,53489,199
53634,PX_CODETYPE,C4,PX,51597,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,53634,199
53779,PX_CODETYPE,C4,PX,216,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,6,name=COUNT,53779,199
53924,PX_CODETYPE,C4,PX,87590,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,"3,459.00",name=COUNT,53924,199
54069,PX_CODETYPE,C4,PX,31645,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,42,name=COUNT,54069,199
54214,PX_CODETYPE,C4,PX,27691,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,2,name=COUNT,54214,199
54359,PX_CODETYPE,C4,PX,44005,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,16,name=COUNT,54359,199
54504,PX_CODETYPE,C4,PX,40800,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,12,name=COUNT,54504,199
54649,PX_CODETYPE,C4,PX,27509,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,2,name=COUNT,54649,199
54794,PX_CODETYPE,9,PX,8860,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,54794,199
54939,PX_CODETYPE,C4,PX,78601,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,4,name=COUNT,54939,199
55084,PX_CODETYPE,C4,PX,80100,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,"2,316.00",name=COUNT,55084,199
55229,PX_CODETYPE,C4,PX,69662,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,55229,199
55374,PX_CODETYPE,HC,PX,E0500,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,21,name=COUNT,55374,199
55519,PX_CODETYPE,C4,PX,950,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,55519,199
55664,PX_CODETYPE,C4,PX,80047,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,8,name=COUNT,55664,199
55809,PX_CODETYPE,HC,PX,A4624,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,894,name=COUNT,55809,199
55954,PX_CODETYPE,C4,PX,70360,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,458,name=COUNT,55954,199
56099,PX_CODETYPE,C4,PX,42280,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,56099,199
56244,PX_CODETYPE,C4,PX,92545,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,42,name=COUNT,56244,199
56389,PX_CODETYPE,HC,PX,G0180,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,4,name=COUNT,56389,199
56534,PX_CODETYPE,HC,PX,T2022,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,"1,038.00",name=COUNT,56534,199
56679,PX_CODETYPE,9,PX,9656,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,3,name=COUNT,56679,199
56824,PX_CODETYPE,C4,PX,61795,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,27,name=COUNT,56824,199
56969,PX_CODETYPE,HC,PX,L3360,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,40,name=COUNT,56969,199
57114,PX_CODETYPE,C4,PX,72195,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,48,name=COUNT,57114,199
57259,PX_CODETYPE,9,PX,4931,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,57259,199
57404,PX_CODETYPE,HC,PX,J2060,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,197,name=COUNT,57404,199
57549,PX_CODETYPE,HC,PX,K0009,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,67,name=COUNT,57549,199
57694,PX_CODETYPE,C4,PX,10121,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,14,name=COUNT,57694,199
57839,PX_CODETYPE,C4,PX,31505,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,6,name=COUNT,57839,199
57984,PX_CODETYPE,C4,PX,46916,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,3,name=COUNT,57984,199
58129,PX_CODETYPE,C4,PX,27760,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,5,name=COUNT,58129,199
58274,PX_CODETYPE,C4,PX,83864,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,1,name=COUNT,58274,199
58419,PX_CODETYPE,C4,PX,99343,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,14,name=COUNT,58419,199
58564,PX_CODETYPE,C4,PX,31615,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,12,name=COUNT,58564,199
58709,PX_CODETYPE,9,PX,720,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,6,name=COUNT,58709,199
58854,PX_CODETYPE,C4,PX,84163,null,null,null,null,null,null,null,null,199,pro_l3_px.sas7bdat,null,100K,16,name=COUNT,58854,199
103002,ENCTYPE,IS,ADATE,17471,null,null,null,null,null,null,null,null,250,dia_l3_encdate_ym.sas7bdat,null,500K,518,name=COUNT,103002,250
103146,ENCTYPE,IS,ADATE,17898,null,null,null,null,null,null,null,null,250,dia_l3_encdate_ym.sas7bdat,null,500K,"2,607.00",name=COUNT,103146,250
103363,RXAMT,2080,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,1,name=COUNT,103363,261
103508,RXAMT,37.8,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,1,name=COUNT,103508,261
103653,RXAMT,370,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,14,name=COUNT,103653,261
103798,RXAMT,64260,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,1,name=COUNT,103798,261
103943,RXAMT,27.93,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,1,name=COUNT,103943,261
104088,RXAMT,19440,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,12,name=COUNT,104088,261
104233,RXAMT,5797,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,1,name=COUNT,104233,261
104378,RXAMT,738,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,7,name=COUNT,104378,261
104523,RXAMT,2811.945,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,6,name=COUNT,104523,261
104668,RXAMT,4.08,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,15,name=COUNT,104668,261
104813,RXAMT,1.54,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,7,name=COUNT,104813,261
104958,RXAMT,13.65,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,1,name=COUNT,104958,261
105103,RXAMT,931,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,1,name=COUNT,105103,261
105249,RXAMT,0.27,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,11,name=COUNT,105249,261
105393,RXAMT,25.2,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,1,name=COUNT,105393,261
105538,RXAMT,27.421,null,null,null,null,null,null,null,null,null,null,261,dis_l3_rxamt.sas7bdat,null,500K,1,name=COUNT,105538,261
