Set Id (Dimension Set.Csv),Dim Name 1,Dim Value 1,Dim Name 2,Dim Value 2,Dim Name 3,Dim Value 3,Dim Name 4,Dim Value 4,Dim Name 5,Dim Value 5,Dim Name 6,Dim Value 6,Measure Id (Measure.Csv),Name,Description,Source Name,Value,Result Name,Set Id,Measure Id
3106,DX,307.21,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3106,17
3107,DX,806.36,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,3107,17
3108,DX,846,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3108,17
3109,DX,733.94,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,3109,17
3110,DX,176.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,3110,17
3111,DX,V67,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3111,17
3112,DX,7596,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3112,17
3113,DX,845,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,17,name=COUNT,3113,17
3114,DX,628.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3114,17
3115,DX,36.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,27,name=COUNT,3115,17
3116,DX,362.25,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3116,17
3117,DX,37921,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,17,name=COUNT,3117,17
3118,DX,834,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3118,17
3119,DX,V58.71,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,30,name=COUNT,3119,17
3120,DX,253.7,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,3120,17
3121,DX,465.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"40,789.00",name=COUNT,3121,17
3122,DX,362.07,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,43,name=COUNT,3122,17
3123,DX,715.91,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,351,name=COUNT,3123,17
3124,DX,E8801,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3124,17
3125,DX,4170,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3125,17
3126,DX,300.09,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,291,name=COUNT,3126,17
3127,DX,28262,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,39,name=COUNT,3127,17
3128,DX,303,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3128,17
3129,DX,V76.12,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"2,136.00",name=COUNT,3129,17
3130,DX,5799,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3130,17
3131,DX,795.08,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,46,name=COUNT,3131,17
3132,DX,590.01,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3132,17
3133,DX,V5874,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,3133,17
3134,DX,78097,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,145,name=COUNT,3134,17
3135,DX,198.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,484,name=COUNT,3135,17
3136,DX,33399,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3136,17
3137,DX,42781,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,38,name=COUNT,3137,17
3138,DX,372.14,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"1,229.00",name=COUNT,3138,17
3139,DX,E90.55,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3139,17
3140,DX,6821,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,16,name=COUNT,3140,17
3141,DX,296.46,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,3141,17
3142,DX,256.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3142,17
3143,DX,64623,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,3143,17
3144,DX,839.69,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,13,name=COUNT,3144,17
3145,DX,883.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,105,name=COUNT,3145,17
3146,DX,573.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,403,name=COUNT,3146,17
3147,DX,99669,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3147,17
3148,DX,30002,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,57,name=COUNT,3148,17
3149,DX,8088,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3149,17
3150,DX,346.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,3150,17
3151,DX,41060,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3151,17
3152,DX,884.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3152,17
3153,DX,367.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"1,680.00",name=COUNT,3153,17
3154,DX,1540,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,22,name=COUNT,3154,17
3155,DX,728.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,131,name=COUNT,3155,17
3156,DX,440.23,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,168,name=COUNT,3156,17
3157,DX,727.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,16,name=COUNT,3157,17
3158,DX,765.25,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,482,name=COUNT,3158,17
3159,DX,813.45,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,18,name=COUNT,3159,17
3160,DX,359.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,19,name=COUNT,3160,17
3161,DX,4111,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,81,name=COUNT,3161,17
3162,DX,812.09,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,42,name=COUNT,3162,17
3163,DX,307.54,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3163,17
3164,DX,E9803,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3164,17
3165,DX,38920,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3165,17
3166,DX,873.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,3166,17
3167,DX,903.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3167,17
3168,DX,624.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,3168,17
3169,DX,E87.88,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,14,name=COUNT,3169,17
3170,DX,744.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,68,name=COUNT,3170,17
3171,DX,6208,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3171,17
3172,DX,V79.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3172,17
3173,DX,25042,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,3173,17
3174,DX,9598,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,16,name=COUNT,3174,17
3175,DX,V69.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3175,17
3176,DX,590.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,34,name=COUNT,3176,17
3177,DX,655,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3177,17
3178,DX,671.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3178,17
3179,DX,V85.51,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3179,17
3180,DX,V57.21,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"3,388.00",name=COUNT,3180,17
3181,DX,870.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,64,name=COUNT,3181,17
3182,DX,370.33,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,106,name=COUNT,3182,17
3183,DX,655.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3183,17
3184,DX,V715,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3184,17
3185,DX,62210,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,3185,17
3186,DX,V42.89,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,19,name=COUNT,3186,17
3187,DX,338.18,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,249,name=COUNT,3187,17
3188,DX,3438,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,41,name=COUNT,3188,17
3189,DX,173.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,70,name=COUNT,3189,17
3190,DX,V68.81,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3190,17
3191,DX,7249,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3191,17
3192,DX,458.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,805,name=COUNT,3192,17
3193,DX,710.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,466,name=COUNT,3193,17
3194,DX,806.7,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,163,name=COUNT,3194,17
3195,DX,4800,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3195,17
3196,DX,676.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3196,17
3197,DX,717.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3197,17
3198,DX,72665,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3198,17
3199,DX,9158,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3199,17
3200,DX,282.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,427,name=COUNT,3200,17
3201,DX,V02.51,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"1,042.00",name=COUNT,3201,17
3202,DX,220,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,15,name=COUNT,3202,17
3203,DX,366.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,11,name=COUNT,3203,17
3204,DX,371.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3204,17
3205,DX,388.31,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,11,name=COUNT,3205,17
3206,DX,V03.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,324,name=COUNT,3206,17
3207,DX,2359,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3207,17
3208,DX,606.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3208,17
3209,DX,V1083,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3209,17
3210,DX,600,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,287,name=COUNT,3210,17
3211,DX,83500,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,29,name=COUNT,3211,17
3212,DX,959.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,430,name=COUNT,3212,17
3213,DX,924.01,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,302,name=COUNT,3213,17
3214,DX,643.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,3214,17
3215,DX,3071,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3215,17
3216,DX,752.64,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,12,name=COUNT,3216,17
3217,DX,V19.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,22,name=COUNT,3217,17
3218,DX,338.11,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,65,name=COUNT,3218,17
3219,DX,7264,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3219,17
3220,DX,941.29,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,19,name=COUNT,3220,17
3221,DX,V10.09,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,13,name=COUNT,3221,17
3222,DX,V12.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,68,name=COUNT,3222,17
3223,DX,410.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,3223,17
3224,DX,752.63,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,28,name=COUNT,3224,17
3225,DX,524.04,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3225,17
3226,DX,995.55,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,783,name=COUNT,3226,17
3227,DX,64683,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,94,name=COUNT,3227,17
3228,DX,996,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,3228,17
3229,DX,42820,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,3229,17
3230,DX,647.64,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,3230,17
3231,DX,72.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,3231,17
3232,DX,719,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,23,name=COUNT,3232,17
3233,DX,745.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,617,name=COUNT,3233,17
3234,DX,639,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3234,17
3235,DX,277.03,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,23,name=COUNT,3235,17
3236,DX,37721,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3236,17
3237,DX,756.17,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,19,name=COUNT,3237,17
3238,DX,1748,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,29,name=COUNT,3238,17
3239,DX,71840,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,13,name=COUNT,3239,17
3240,DX,941.36,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3240,17
3241,DX,283.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,3241,17
3242,DX,373.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3242,17
3243,DX,711.02,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,9,name=COUNT,3243,17
3244,DX,945.04,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,10,name=COUNT,3244,17
3245,DX,216.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,22,name=COUNT,3245,17
3246,DX,11.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3246,17
3247,DX,2889,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,3247,17
3248,DX,4255,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3248,17
3249,DX,735.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3249,17
3250,DX,948.88,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,3250,17
3251,DX,E96.79,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3251,17
3252,DX,374.81,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3252,17
3253,DX,761.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,10,name=COUNT,3253,17
3254,DX,852.22,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,11,name=COUNT,3254,17
3255,DX,2167,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3255,17
3256,DX,99649,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3256,17
3257,DX,372.01,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,46,name=COUNT,3257,17
3258,DX,864.19,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,6,name=COUNT,3258,17
3259,DX,V6284,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,33,name=COUNT,3259,17
3260,DX,4148,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,35,name=COUNT,3260,17
3261,DX,6162,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,3261,17
3262,DX,8881,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3262,17
3263,DX,225.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3263,17
3264,DX,455.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,189,name=COUNT,3264,17
3265,DX,878.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3265,17
3266,DX,78099,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,184,name=COUNT,3266,17
3267,DX,360.01,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,4,name=COUNT,3267,17
3268,DX,V07.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3268,17
3269,DX,493,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,768,name=COUNT,3269,17
3270,DX,73349,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3270,17
3271,DX,E935.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3271,17
3272,DX,277.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,60,name=COUNT,3272,17
3273,DX,V5878,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,2,name=COUNT,3273,17
3274,DX,806.21,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3274,17
3275,DX,34200,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,27,name=COUNT,3275,17
3276,DX,759.5,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,71,name=COUNT,3276,17
3277,DX,868.02,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3277,17
3278,DX,V5789,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,140,name=COUNT,3278,17
3279,DX,309.4,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3279,17
3280,DX,880,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3280,17
3281,DX,842.11,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3281,17
3282,DX,V58.81,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"1,445.00",name=COUNT,3282,17
3283,DX,744.09,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3283,17
3284,DX,E9179,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,10,name=COUNT,3284,17
3285,DX,V10.04,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,8,name=COUNT,3285,17
3286,DX,64410,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3286,17
3287,DX,944.24,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3287,17
3288,DX,2245,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3288,17
3289,DX,674.32,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,25,name=COUNT,3289,17
3290,DX,812,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3290,17
3291,DX,E866.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3291,17
3292,DX,701.3,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,16,name=COUNT,3292,17
3293,DX,7670,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3293,17
3294,DX,E85.51,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3294,17
3295,DX,300.6,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,7,name=COUNT,3295,17
3296,DX,988,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3296,17
3297,DX,347,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,14,name=COUNT,3297,17
3298,DX,442.82,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3298,17
3299,DX,384.25,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3299,17
3300,DX,717.2,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,35,name=COUNT,3300,17
3301,DX,438.21,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,"2,291.00",name=COUNT,3301,17
3302,DX,733.41,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,5,name=COUNT,3302,17
3303,DX,772.14,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,182,name=COUNT,3303,17
3304,DX,238.1,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,126,name=COUNT,3304,17
3305,DX,843.9,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,143,name=COUNT,3305,17
3306,DX,314.8,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,3,name=COUNT,3306,17
3307,DX,210,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3307,17
3308,DX,6205,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3308,17
3309,DX,64691,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3309,17
3310,DX,33403,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,1,name=COUNT,3310,17
3311,DX,347,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,154,name=COUNT,3311,17
3312,DX,79431,null,null,null,null,null,null,null,null,null,null,17,dia_l1_dx.sas7bdat,null,100K,114,name=COUNT,3312,17
